sentiment,text,data_id
positive,"Recycle, be smart, never  buy another package of paper filters again. Dump rinse reuse!!!",71
positive,Perfect fit. Easy install for 80 year old even though I had to lay on floor to do it,71
negative,"Doesn’t work whatsoever with power outage like advertised.<br />A big selling point for me was this advertised that it sends a notification if your device loses internet connection. The seller in the Q&A’s  also specifically says you’ll get a notification, you don’t.<br />We had extremely high winds the other day resulting in power outages but when we checked the app, while not home, it said everything was connected, when it actually wasn’t. I came home to a deep freezer that was 20 degrees warmer than it should’ve been, almost losing my food; I received NO notifications of temperature change or outage.<br />I did give it two stars before but the lack of “customer service” drops it down to one star. Anyway, false advertisement at its finest. Don’t waste your money.",71
positive,"Works great and is dishwasher safe. Needed this to replace a filter in our old coffee pot, and it was a great fit.",71
positive,Easy to install,71
positive,Fast shipping and good quality thanks you save me a lot of money thank you again thumbs up,71
positive,Just what I ordered,71
positive,"Just what we needed and saved us some money, too.  We burn these out pretty quickly and we can't afford to pay what our local vendor asks for them.  One of those few instances where we don't do business with our local source but this does just what we need it to do.",71
positive,Fits perfectly!,71
positive,Saving the environment never looked so good! My coffee is blinged out and I’m no longer putting 730 plastic coffee cups in a landfill each year. These work the absolute best of all the reusable that I’ve tried.,71
positive,The replacement filters for our GE refrigerator are excellent value for the money.  They are US-made and superior to the imported brands.,71
negative,"If you live in very dry conditions, and use your humidifier 24/7 during the winter months, then these filters will not work well for you.  You have to rotate the filters before every fill, otherwise they dry out.  Then you have to soak the filters in cool water to fix the dry areas before replacing in the humidifier.  You will know when you didn't do it right because your room will smell like stinky fish!  This package of 6 filters did not last the winter season.  I would recommend buying the name brand for your Honeywell Humidifier.",71
positive,Very easy to install and an excellent price !<br />Very Happy with this product !!,71
negative,Only had a couple of months and it says ice full but its empty. Will not reset . Wont work. Expensive piece of junk.,71
positive,"Amazing purchase. Easy to clean,always  stays same color , not that big so fits for steaming my milk in my coffee machine .",71
positive,My other filter holder that came with the pot would let the filter slide down and we would get coffee grounds in the coffee. This solved the problem.,71
positive,works find need a higher bracket !,71
positive,"Spouse says he likes it -- that's a ringing endorsement if you knew my spouse --  and he has no problem with it. He also says 4 stars is good, not 5. Don't ask me why. I don't drink coffee, and I can only take his word for the thing he enjoys.",71
positive,thanks,71
positive,Good buy.,71
positive,Found a YouTube video for my dryer that made replacement a breeze.  Fixed HE fridgedaire washer after too large of load caused belt to loosen/break.,71
positive,Good flavor,71
negative,Did not last.  Installed last November.  Have already had to replace front slides and now roller.,71
negative,"Got this for my new Keurig 2. The machine won't recognize them. I have to reboot it a couple of times to use them, and that's only for hot water used, not coffee. I have to take them home and try them in my old Keurig original to see it they're recognized.",71
positive,I will be buying more of these as my flock grows. They are sturdy and I have no problem rotating my eggs. I never worry about it bending and dropping eggs.,71
negative,This is as noisy as it gets.  Cannot have a conversation while it's on.,71
positive,"Great exhaust fan and extremely easy to install.  It took my husband and I a bit of time to install the screws in the correct place to hold the exhaust fan to the wall, but after that it only took us minutes to hang it up. We bought this fan to replace the cheap microwave range. It really sucked the exhaust fumes very well.  The only issue is that because it is so powerful, the sound vibrates across the hollow walls of my house so it is louder than my old range. But it certainly did its job!",71
positive,Works fine and way cheaper than oem,71
positive,Great work!,71
positive,Price and available,71
positive,Great product,71
positive,Very satisfied,71
negative,"The metal foil ""jacket"" pops out of the bottom ""sock."" This happened during cleaning grounds out of it. Heat probably caused some flexing in the metals and it worked loose over time.",71
negative,"I installed these parts in Nov-Dec 2018 and now it is May 2020. The idler pulley arm that came with this kit just broke, specifically the idler arm mounting screw is stripped out and the arm will no longer stay on. Also, the plastic retainer on the idler wheel comes off very easily now, so it is trivially easy for the idler wheel or the entire arm to pop off and ""break"" the dryer again. Apart from that, the kit was okay. The drum rollers made squeaking sounds from day 1, even after being lubricated with WD-40. Never had any issue with the belt. Just seems like the parts were cheap, or at least not the highest quality.<br /><br />I'm not upset about it but I did expect to get at least a few more years of use out of them. Our dryer is over 10 years old so I didn't want to invest too much in it but wanted to keep it running. Maybe I did a poor job installing the parts, or maybe I just shouldn't have expected anything better from the cheapest parts kit I could find (though it was significantly more expensive when I bought it 18 months ago). They're a good band-aid but I think you should look elsewhere if you want to keep your dryer running for years to come.",71
negative,i bought them thinking they were full size - my bad. three stars cuz who has a coffee maker less than 12 cup?,71
positive,Thanks a lot,71
positive,"It’s nice and small which is perfect for those who don’t have giant laundry rooms. I already had a washing machine but it was unable to wash smaller loads. With this, I’ll be able to conserve energy and water since it’s smaller. Very light and easy to transport. Controls are also very easy to learn, understand and use. Can’t wait to recommend to all of my friends!",71
positive,"I still use the old fashioned percolator, can't beat the flavor, the regular coffee is ground too thin for the basket, so if you use a regular coffee filter (hole punched in the bottom) and use these filters on top of the basket, no more grounds in your morning coffee.",71
positive,"So the filters need to be pushed down into the cup. There is no overhang like advertised BUT it still works good. I just fit it in, yes you need to work it a bit, and you can fit about 2T of coffee. With no filter the cup does leak grounds into your coffee. I like it and see a few quarks as okay since I’m not wasting money and adding to plastic use with the pods.",71
positive,Got this for my daughters room.  While it’s the smallest room it also gets the hottest. This personal unit keeps her room much more comfortable and saves us from having to use the whole house AC.  Well worth the low price yet works very well.,71
positive,👍👍,71
positive,These are great. Easy to use and clean. Great for coffee or tea. Never any residue in cup from either. I'd highly recommend.,71
positive,"I have been using laundromat where I live, I was amazed how much cleaner my clothes get with this appliance.<br />The spinning dryer gets removes enough water that my clothes are dry from hanging in approx 40 minutes.",71
positive,"When I ordered this, I loved the design and thought it would be very easy to read. It was. However It did not come ready to stick to my dishwasher. Too my surprise, when it came, it came with a magnetized adhesive sticker that must stuck to the dishwasher in order for the magnet to actually work. I was not thrilled to stick an adhesive sticker to my brand new dishwasher but with a little ingenuity, I came up with a solution and am able to still make it work without the adhesive sticker. .",71
positive,Like the fact that its job Is to keep our humidifier clean. Used this product for 2 months now and still works great. 2 of these will get you through the winter.,71
negative,"We purchased a set of 4 of these for our Jennair stove-top. (It is the same as the Whirlpool model, and probably all made by the same company.) When received, they looked great and made the stove look like new again. We were very pleased. Then in a little less than a year, one of the grates lost a large chip off the powder-coated finish. I am in the coatings industry and these should last for years. The originals were over 15 years old and had no chips, they were just stained from burnt material over time. When we contacted Whirlpool, we received no response at all. Then this week a second grate chipped in the same way. Please understand we are near retirement age and are not careless or rough with our things. My Wife cleans and cares for the kitchen utilities like I take care of my tools. There is no reason short of a bad finish for this to occur, but it seems Whirlpool is not interested in taking care of their problem? I would rate these lower but they did look great (no pun) when we first got them. Just wish they would have had a reasonable life span. I would NOT recommend these to a potential buyer until Whirlpool can fix the problem or take responsibility.",71
positive,"I installed this in place of my stock fan into a Samsung RF26HFENDSR/AA 0003.  It Stock fan 0.16 A, this fan 0.3A.  It was exact fit.  Quiet and working well.  thank you for saving me some money and rapid shipment.",71
positive,Very easy to use and clean...environmentally  safe!,71
positive,Great price and perfect fit.,71
positive,"Easy to use,  lightweight  but two thing I dislike is one being the fact that you have to full it with water your self and ot doesn't drain  on its own but is a every good product",71
positive,Love the color,71
negative,Item worked as advertised but only lasted about 8 months.  A friend bought same item and that one only lasted about 10 months.  Did not expect to last forever but was hoping for atleast a couple years.,71
positive,worked!,71
positive,Great value for single cup Keurig single cup coffee maker.,71
positive,"This ice maker is wonderful! Super quiet, makes ice really fast, and keeps the ice for long periods of time. Much better then others I’ve used.",71
positive,Fit perfectly.  Fixed it easy and fast.,71
positive,Perfect,71
positive,Keeping my handles clean!!,71
positive,"This knob fit perfectly on my almond colored cook top.  It was slow to arrive, but worth the wait.  Wish I had ordered more.",71
positive,"This product was here almost before I could turn around, and it was great to repair my refrigerator for only $8.00 (includes shipping)!  I'd highly recommend this seller, and this part if your freezer keeps freezing up but refrigerator doesn't get cold.",71
positive,The product is OK but alot of mess to make one cup of coffee.  I guess I should have read the reviews!,71
negative,Se rompió a las dos semanas de tenerlo la tela muy mala,71
positive,Exactly all that was needed to get our dryer functioning fully once more.,71
positive,Great product indeed,71
positive,Did the job. Good instructions.,71
positive,I am amazed at how much I prefer and enjoy using this to cold brew coffee. I used for cold brew tea ( for iced tea) and works great however there is no advantage if one uses tea bags. I dump grounds into a bowl to end up in compost pile. Rinsing and waking is a fairly easy process. The only reason for 4 star on ease of cleaning is that some times I find 2 to 4 ( literally ) grounds still in bottom after cleaning. By no means a deal breaker just an OCD issue.,71
positive,Just what we needed,71
negative,This one didn't fit the refrigerator,71
positive,It's very easy to rinse clean once the coffee is done brewing. I can't tell the difference in flavor between the filters and this one. Highly recommend using this filter if you like convenience.,71
positive,We have had the product for one month and so far we are very pleased!!,71
positive,Good filter but expensive,71
positive,"So glad this was available when we bought our Aeropress.  Now we don't have to use paper and we have a backup filter if one is getting cleaned.  Small, but very effective for this use.",71
negative,"My husband installed the part but it never worked and when we hired a repairman, he said the part was bad.",71
positive,Fits and works perfectly - we have a Kenmore Elite model.,71
positive,I have used these for years and love to not iron any more.,71
positive,"Liked it bc of ease of installation, excellent price, and a clean taste of water.<br />Recommend BUY.",71
positive,Easy install. Works.,71
positive,There was no instructions I youtubed it got it going and in 15 minutes I had ice! I'm already loving it. Easy to install and setup.,71
positive,Fairly easy install.  Included double sided tape inadequate.  Use a little clear caulk for more secure install.,71
positive,"Great price. I fix washers on the side, so it's nice to have extra on hand",71
positive,They work great and are well made. I Had to contact  iparts plus more  with a question and customer service was outstanding.Thank You.,71
positive,"The item works great, easy installation once you look up the instruction on youtube. No instruction were provided. Also it would have been nice to know that it could take up to 24hrs for the ice maker to produce ice. I was lucky and found that in the comments on the product. The price was good and as long as you are comfortable looking up the video instruction yourself, it great.",71
positive,"My biggest concern when buying this was compatibility and it fit well and correctly in my vacuum, so I'm glad I bought it.",71
negative,Watery coffee. Do not buy it,71
positive,Made in the USA!!,71
negative,Wheels won’t spin but they potentially looked decent but can’t use they were worse than my broken ones.,71
positive,Flag I was able to find this at a great price,71
negative,"This is different from the S. basket that came with the dishwasher, but shares the same model number. The tabs on the side of the S. basket are in a location that will not fit onto the clips on the main bottom tray of the dishwasher. The replacement S. basket did not come with new clips to attach it to the bottom tray of the dishwasher. It is  better version of the S. basket, but if I cant attach it to the front of the dishwasher tray, it takes up space sitting inside of the dishwasher.",71
positive,Kitchen stove,71
positive,"An excellent embellishment on the Aero-Press.  Works as advertised, and the coffee is at least the equal of paper-filtered (I use the mesh).",71
positive,It worked easy to install and cheaper tan calling service man,71
positive,Best.  French Press. Ever.,71
positive,I love these. I<br />They stopped carrying the ones I bought earlier. I almost gave u. I p using coffee filters Read the reviews and they commented they were deeper. I gave it  another try. 1 would give this product 6 stars. Thanks Amazon,71
negative,Key is legit. It just didn’t work.,71
positive,A+,71
positive,WAS PERFECT FIT GREAT PRODUCT GREAT ON SHIPPING,71
positive,Amazing product at an even better price.  I was skeptical and wondered if it would fit our Samsung refrigerator. It fit perfect and I got a 3 pack for less than the cost of 1 Samsung filter. Very pleased with this product!,71
positive,Work as expected.,71
positive,"The filters are fine and apparently of the same quality as the OEM filter. What has changed - they come together in a single box - eco friendly yes, requires more storage space unless stored outside the box. As a round filter that can roll - a minor inconvenience",71
positive,Worked great,71
positive,Perfect,71
positive,"APPLICATION: 1987 Amana (front load) gas dryer gas flame would not stay on after starting the machine.  Now the gas dryer heats again and stays hot the entire cycle with the addition of the 2 new Whirlpool 279834 Valve Coil set.<br /><br />Did some research of Amazon reviews, took a chance (Amana vs. Whirlpool) and spent around $8.00, installed the pair in 15 minutes through the units lower front access door.  Bingo, perfectly dry clothes in 50 minutes.  Thank you prior Amazon reviewers, Whirlpool (coils made in US) and Amazon for offering these & saving me the hassle of professional repair or unit replacement.  Follow-up: over (6) months later and the dryer still heats/works perfectly.",71
positive,"I ordered this replacement heater for my dryer.  It was shipped to me in about 2 days.  Installation is pretty easy.  There is only one screw that holds this in place.  So once again, very easy to install.  Make sure you have some wire cutter/strippers on hand, because the kit comes with two adapter wires and wire nuts that you have to install to the existing wires inside the dryer.  This is also easy.  Bottom line, it is a great product.  Saved me about $160.00 or more if someone would have come out to repair it, and the O.E.M.  heater was over $50.00.  This was bought and shipped for right at $21.00.",71
positive,These replacement water filters are easy to install and do a very good job of filtering water. Great tasting water and the price is the best that I've found. I bought a &#34;2&#34; pack this order because I wanted to see how well they preformed and I'll definitely buy more of these when I need them.,71
negative,"I switched to these because Aircare (which work very well) had gotten too expensive.  Big mistake.  I have had to flip this filter twice every day since it was brand new to keep it wicking water at all..  It dries out very quickly.  Looks the same, but doesn't work the same.  Gave it 1 star because rating system wouldn't let me give it no stars.",71
positive,Perfect fit and function.,71
positive,This was an appropriate equivalent to the Whirlpool pane I shattered. It had the same dimensions for length and width but the girth was thinner.,71
positive,Love this! Looks like a part of my dishwasher.,71
positive,These work great in my Samsung French door refrigerator. Same quality as the big stores and much more cost efficient.,71
positive,"We love this solution to those little cups -- no longer having to put in that little plastic thing to make the coffee maker work!  Easy to use, easy to clean. Our Keurig coffee maker was a gift, and it came with many, many non-Keurig coffees.  Thanks for this helpful innovation.",71
positive,Very good quality product.  This is better than anything I would find in a local hardware store.  I really like the clamps that were provided that had thump screws.  It sure beat trying to tighten with a screw driver while on my knees behind the driver.,71
positive,Great value and product!,71
positive,"The order arrived promptly, and was exactly as promised. I will buy these again in the future.",71
negative,Very cheap material. Don't waist your money.,71
positive,"Fit was perfect. I initially had an issue with it not seating all the way, causing water to leak into the refrigerator. I ended up pulling the fridge forward and turned off the water source. I discharged the line and was easily able to insert and twist the filter into place. I turned the water back on, flushed the filter and have not had an issue since. The inlet on the filter was the same size as the one I was replacing. It is cheaper purchasing on Amazon than from Best Buy or Lowes.",71
negative,"These started out great - the metal wheel hub assembly is a much needed upgrade indeed.  It failed, come unscrewed - parts fell on the floor, one went missing and I couldn't put it back together will all the nuts and bolts I've collected - plus it would need to be stainless.  The good news is that the dishwasher pump failed so I solved both problems with a new dishwasher...yay.",71
positive,"Was a perfect match to add a shelf to our Whirlpool Gold, model GS5SHGXLS00",71
positive,"This covers my stovetop very well! Would purchase again!  It's very easy to use, is heat resistant to a certain temperature, and can wash in the washing machine! Awesome 😊",71
positive,"This ice maker works great. I've used it almost every day since it was delivered. It's very easy to use, quiet, and the ice cubes don't have any flavor. If it's very hot I've noticed the first couple rounds of ice cubes after turning on the machine may end up being a bit smaller when set to the large size. The ice will stick together if it's put in the freezer since the ice is wet, but breaks apart easily. The ice these kinds of machines make is softer and melts faster than ice that's been sitting in the freezer, so this ice maker may not be a good fit for someone who doesn't like this kind of ice. Would definitely recommend this ice maker.",71
negative,so-so,71
positive,Good product and good price for 3 replacement,71
positive,My Samsung fridge kept sometimed making a loud growling noise when water was dispensed. Turns out it was because I was using a cheap off-brand filter. Put this one in and a month or so later  it hasn't done it again.,71
negative,"Auger motor shaft is smaller than 3/8, more like 1/4 inch. Did not fit properly into auger shaft of my Ashley 5660.",71
positive,My cleaning people suggested this item.  I love to cook & can't get to the stuff that falls between the stove & counter without pulling out the stove. Too much trouble. This item is perfect.,71
positive,I really love it its easy to handle without getting burned and im able to froth my milk pretty high only con is I wish it had the 2-14 oz mark other than its pretty good,71
positive,"Liked everything - flavor, speed and easy to order!  Will order again when ready.",71
positive,I have ordered these before and they both fit and work great.,71
positive,No more stealing from the fridge. When I come back for something it’s right where I left it. Ahhh…peace of mind is priceless. Buy it!!!,71
positive,"Item showed up as promised, and fit perfectly.",71
positive,Filter does its job.  Just wish it wasn't so pricey.,71
positive,"The igniter was easy to install, my oven fired right up. I've had my oven for 14 years never had any issues then last week the oven wouldn't heat up after some research I ordered the new igniter it was delivered fairly quick and fit perfectly.",71
positive,This ice machine is really good and fast. The ice melts a little faster because of the shape of the ice but this product is great! Ice last hours in my hot/cold water bottle,71
positive,It was all good. Came on time. Good instructions  and easy to install,71
positive,"Love the color, style and it creates ice quickly.",71
negative,Pulley was noisy/chirping,71
negative,Returned as it did not fit well.,71
negative,"It is stated that this is a Whirlpool product complete with the Whirlpool part number. It is not Whirlpool - it is an after market replacement. Had I known that, I would have purchased elsewhere as I could have purchased an after market unit for less. This selling practice is not acceptable and I feel confident that Amazon is not aware of it.",71
positive,"Very pleased with the price, fast delivery and excellent product.",71
positive,"This part on our dishwasher wore out after 10 years.  The replacement part was exactly what we needed.  Once we had it installed, the dishwasher has worked well.",71
negative,Muy pequeña no le sirvió eso q universal deveria Aver venido como se muestra pero no,71
positive,"These are the perfect stove gap protectors!!! They’re a soft, bendable material which makes it easy to install (literally just pop it in), and so easy to clean! No more pulling out the stove to see what’s fallen down the cracks! Highly recommend!!",71
positive,"Great product and price - brews a perfect carafe every time, and easy to clean - going to order more. A+++++",71
positive,Great transaction manual easy to use,71
positive,"Not sure how I broke this to begin with, but the replacement from Amazon fit perfectly. It was easy to install and I haven't had any issues with it over the past few months.",71
positive,Good to deal with price ok,71
positive,"This is a heating coil that runs a current through it to generate heat. Many reviews talk about it burning out instantly and frying. That happens when you let the metal coil touch either the mounting board or another part of itself (the lead wires going to the connector). Imagine connecting two ends of a batter together with a wire. Don't do that. As long as you make sure none of it is touching the core or another part of the loop, bend it away so that none of it does, this product is perfect. Also check your positive/negative leads that screw into the side of the housing so that those wires don't cross when you're done. I had no problems flexing the wires a bit to maintain separation.<br /><br />I've installed this in 2 different models so far, and results were the same: First time it had a slight smell to it but I suspect that was any residual cleaning/production materials burning off and after that it was odorless.<br /><br />Depending on your dryer, it may be quite an ordeal to get to the housing to replace this. However, despite that, you can do it with just a couple basic tools in a cramped and confined space (I speak from experience) and with just a little effort get a broken dryer unit functioning like new again. I've had one in place for a number of months now and the other almost a year. No problems, no worries, and no regrets so far. I reused the existing thermostats and sensors, however. I have kept those from these kits for backups, but it looked like the factory units were more solid and better constructed.<br /><br />I would recommend this to anybody that's slightly handy with a couple of tools and needs this repair done. Research your model number and the board you need, they are NOT all universal. Also each dryer opens up slightly differently, although the two I did were very similar internally despite totally different control panels.<br /><br />P.S. Also take the time to clean all excess lint out of the inside of your dryer when you have it open. Reduce risks of drier lint fires and make sure air vents are not clogged with lint. This product and the dryer in general relies on airflow through the interior of the dryer unit.",71
positive,Just as good as the Keurig filters at a much better price!,71
positive,After watching the online video my husband and son replaced the tub gasket and splash shields quickly and easily.,71
negative,"I purchased this product because there is no plausible way to vent my electric dryer to the outside of my house. the unit was fairly easy to put together however the ""included adjustable clamps"" are nothing more than simple zip ties. I did not realize that this has to be filled with water which needs changed out between every load of laundry, so it is in no way something you can just set up and forget about. In the end, it accomplishes what I need it to, even though it does require more maintenance than I expected.",71
positive,ok,71
positive,"I've ordered these before and have not had an issue but when using these new ones my Keurig keeps telling me ""Oops!  Pack is not designed for this brewer"".  Once I take it out and reposition it (sometimes several times) it works fine.",71
positive,"perfect fit, quick delivery",71
positive,"This small laundry machine is so convenient and easy to use. Also very small and don’t occupy a lot of space, best suit for small apartment. I like it a lot!",71
positive,Fixed our banging & UL issues.  Easy to install.  Shipped quickly.,71
positive,Loved the look that the replacement knobs gave to stove. Made them look like new.,71
positive,Worked just as well as name brand,71
positive,Good,71
positive,"Easy to install. Just replaced a week ago, no problems.",71
positive,"I needed something relatively small for the kitchen counter, and this is just the right size.  It's a little noisier than I'd like.",71
positive,"My Previous Ice Maker Broke down, Just a Week Past It's  1 Year Anniversary that I Purchased it, This Newer Ice Maker has a Larger Fill Bin, Where as the Previous Model would Quit Making Ice if It Felt that the Bin was Full, Which was Kind of Annoying, As it took Longer to make a Lot of Ice Cubes  I am Pleased with this Ice Maker",71
negative,"The product would not fit, I would like to order again if it would come in the size stated on the web page. The quality seemed good, just the wrong size.",71
positive,Worked like a champ.  Good piece of mind knowing that the vent is clear of lint,71
positive,This this is an ice - machine. Cranks out cubes. Only issue is they start to melt in the basket after they are made and when transfered into the freezer they freeze together into a big block.,71
positive,Appliance store wanted $600 to install.  Saved a boatload of $$ doing it ourselves.  This was exactly what we needed.,71
negative,No lo recomiendo no me<br />Funciono a mi trate de usarlo en ropa ligera y poca y no dio resueltos no era lo que esperaba,71
negative,"This is a  soft  item that I feel could ruin a glass top stove . I waited forever to get it and returned the same day.<br />Note no problem with the return, which was the good part.",71
positive,Fits like a glove unlike O J Simpsons,71
positive,I am so glad I found out about these. They are made of a good grade of porcelain so they can be easily cleaned.  Those phony aluminum ones get filthy and they are impossible to clean.  This was a great find!  Very happy with this purchase.,71
negative,I would give it a 0 if I could. It is just a piece of pipe insulation with a sticker on it. Definitely not worth $10.00. The idea of it is great but the end result is terrible.,71
positive,"Very prompt and economical...Thank you, Dennis",71
positive,Simple and perfect. I buy a lot of eggs so this container makes it more organized and easier to get,71
positive,No issues,71
positive,Easy install and works well 4 months later,71
positive,Love the taste from this mesh filter.  Saves having to carry around paper filters as well.,71
positive,Cheap,71
positive,Great stove!  Easy to clean!,71
positive,"Product fits and works as advertised. No issues. Run a couple gallons<br />Of water through the system before use. This will clean out all the small particles from the filter. Once water is clear, it’s all good.",71
positive,I was so relieved by being able to replace my broken washer handle! It would have costed me $$$ having to purchase a new washer.This handle purchase saved the day!!,71
negative,Too small only !,71
positive,"I bought this dishwasher magnet so I could stop calling my Mom from across the house to ask whether or not the dishwasher is clean or dirty and so that she could stop bugging me about leaving dishes in the sink after washing them when it takes just two more seconds to actually load it into the dishwasher. She suggested we get one of these magnets, and of course, I suggested we look on Amazon Prime. After looking at all of the hinky dinky little ""aesthetic"" ones, I just wanted one that was conventional, cute, practical and easy to use and see from a distance. I came across this one for only like, $3.99 that Prime benefits were also included and knew this one was the one. I fell in LOVE with the red/blue combo and the font.<br /><br />It came in the mail a few days ago, and it's worked perfectly. The magnetization hasn't faltered at all and it sticks to our dishwasher perfectly and holds tight, yet is easy to pry off and flip at the same time. The package comes with a 3M adhesive magnet as well to stick to dishwashers that do not support the magnet itself, but we ended up not having to use it, so we can save it for another time. I think that this is extremely thoughtful of the product makers and sellers to include this, AMAZING marketing and great idea to include this.<br /><br />One thing I will say is that some of the paint finish on each side arrived chipped. Some of the red on the ""DIRTY"" side is missing and a chip of the blue on the ""CLEAN"" side you can see is missing right in the middle under the ""E."" However, again, it was less than a $5 magnet and nobody should be looking at your dishwasher that closely.<br /><br />Overall, I highly recommend this magnet. It's one of those ""little things"" in life, one of those tools, that just makes things so much easier. We've been using it the past few days and already find it easier to just put away dishes or take them out without having to yell from across the house. The magnet is clear to read and sticks great. The packaging comes with an adhesive magnet if it is unable to stick to the dishwasher itself, which is super thoughtful. The magnet is easy to remove, flip and stick back on for ease of use. I highly recommend this if this is a tool that you are looking for.<br /><br />TL;DR --<br />Great, powerful magnet that isn't too hard to pull off either. Font is super cute and cool yet practical and simplistic, the red versus blue is easy to see from a far, the magnet itself is easy to pry off and flip for either side, and the packaging includes a 3M adhesive magnet if the magnet does not stick to your dishwasher itself, which was extremely thoughtful. Overall, highly recommend this magnet. It's one of those small tools that makes life easier when life is already difficult; might as well make what you can easier. Love this, great addition to our kitchen and definitely helps out with getting chores like dishes done properly without having to yell from room to room or ask(:",71
positive,"Use it for a LG dryer. Did not install it myself, but seems to be very quick change.",71
positive,Exactly as described.  Exactly what I wanted.,71
positive,"The handle fit my Whirlpool dryer perfect, with no issues and looks just like the OEM. I have Whirlpool dryer model WGD7300DW1. Before I ordered this one, I checked the Whirlpool parts website. The handle from Whirlpool was over $40. This one is less than $7. If you don't have one, buy as a backup before your dryer handle breaks. That is what I did and I was very happy I had it when my wife told me one evening that our dryer handle had broken off.",71
positive,"I love this thing. My only negative is it doesn’t keep the entire inside incredibly cold, so if you’re not constantly scooping the ice as it’s made, it melts a little and then the ice freezes together. Not horribly, just enough to mention if you’re wanting a unit you can turn on and leave alone all day.",71
positive,Fresh water!,71
positive,Fits my whirlpool gas dryer very well with no problems.,71
positive,Wasn't sure if it came as one piece or kit it's the kit now I have and extra main coil,71
negative,My new stove,71
negative,"Product is small and thin, better suited for something much lighter than a washing machine. Did not use this item.",71
negative,We bought the ice maker less than 30 days the lid broke ....the ice maker is great but the lid is poorly made,71
positive,Save some $ this filter is just as good as the GE for less of the cost. It is a 3 pack which is huge plus for the price.,71
positive,"Easy to install, no leaks. Great price!",71
positive,just like new,71
negative,"Description said it was an exact match for original part for a ed5vhexvb01 fridge, but I was not compatible with this model",71
positive,"Just as good as the more expensive one.  We compared this cup to one costing twice as much, and both work perfectly in our Nespresso machine to produce a good espresso.",71
positive,"Fit perfectly, works just fine",71
negative,The refrigerator keeps saying filter needs replacing. The filter does not grip the way original did. Not as good locking device it appears to me.,71
positive,Love this product,71
negative,"I generally like products by MHV-3bomber, they are well made, fit and finish are excellent quality. This filter can is no exception, however, it didn’t work as intended. Even with my grinder set at the finest setting (almost powder like) and filter can with loosest filter plate, hardly any coffee grind passed through with vigorous shaking.",71
positive,easy to install,71
negative,"Looks like a product of good quality but though the description says it fit my DeWalt drill, it didn't.  The leads on the wiring needed to hook up to a switch in the handle of the drill but wouldn't. Switch is one of those that lock the leads in place, easy to do on two of the 4 leads that go to the switch, seemingly not possible on the other two.  Don",71
positive,Fit perfectly in our refrigerator and doing the job of filtering our water.,71
positive,"Our old filter didn't get pushed all the way down one time and something wrapped around it a sliced through the plastic.  Since then all the fluff comes out the top.  This replacement is even better than the original.  The felt around the back helps keep the whole compartment clean.  I'm guessing I won't have to do a major cleanout of the vents as often, but we'll see.  If you need a replacement for your LG dryer, this is a great one to get.  Note that this is the larger filter replacement.  Make sure you measure your old filter to see which one you need.",71
positive,Element works well.,71
positive,Good,71
negative,Did not work good,71
positive,Works perfect. So happy this came out for the 2.0 model.,71
positive,Easy to install and looks perfect,71
positive,"Timely delivery, and was as expected.",71
positive,Definitely an OEM product. I’m not a knock off. The water taste great with this filter,71
positive,Parts went on fairly easy for my husband & better yet machine works,71
positive,"It is a little noisy with the fan but overall I like it.  The ice falls in a tray right over the reservoir.  So if it melts, if just drips back in. Nice to have next to your couch if you're drinking whiskey or scotch and don't want to keep getting up for ice.",71
positive,the right bin for our ref!,71
positive,"The filter is working as good as the original, but the price is quite lower. I am glad i bought two.",71
negative,I have had to purchase multiple times within a few months. They keep breaking - I’m not rough on our fridge or putting too much in the door. Not worth it.,71
positive,El tamaño exacto del compartimento del filtro de aire y llegó muy rápido!,71
negative,"For the price, you'd think it's a perfect fit for the OXO On 12 Cup Coffee Maker but it's not. They work but they are slightly too large and it's always a pain pushing the pleats back as they fold/push in from the bottom being compressed as it's not being quite right.",71
positive,Works great! Have been using this product for my whirlpool for over two years.,71
negative,"I rarely write reviews, but in this case I made an exception due to the poor quality of this High Limit Thermostat which I bought it in October/2014 and by September/2015 I need to replace it again (11 months).",71
positive,"Husband did the work, but dreyer now hearts again sorry its  all good.",71
positive,Installed easily in my Kenmore Elite side-by-side. Good value for the money.,71
positive,"Been using this ice maker daily for about 4 or 5 months now, and works great.  Good water makes good ice.  Helps us while our kitchen is being remodelled, but also a great thing to have when hosting parties or having other needs for extra ice.",71
positive,Happy Wife Happy Life .... so I am buying a second one for cheap insurance.,71
positive,Finally got around to install  this Sunday morning. Removing the unit was not the easiest I have ever done. Got it installed and it works great.,71
positive,"Last year I bought what I thought were the official replacement filters for my humidifier, and after a short period of time the humidifier stopped going through water as fast. These are much thicker and less fussy. Only issue buying them here is the shipping price, which doesn't accurately reflect shipping costs if buying in quantity.",71
negative,"Sadly, the precision in terms of the part thickness and size is simply not there. While overall it looks like it is identical to the OEM part, when inserting this into the bars of the machine, the notch is slightly bigger than the OEM part and it won't fit into it. I guess it was worth a gamble for the low cost but it was not money well spent.",71
positive,"GE OEM replacement. Fit perfectly, after ensuring I had the correct part number. Three bins on this door and each is uniquely different and not interchangeable.",71
negative,"Though this ad says that you are being sold a Frieling filter with laser cut gold foil, what was received was a gold colored screen filter. Seller was quick to issue a refund.",71
